id,domain,intent,user_query,response,source,split
745,E-commerce,delivery_time,Do you offer fast delivery? (request 64),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,validation
746,E-commerce,payment_failed,My card payment did not go through (request 96),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,train
747,Finance,transfer_failed,I need help with this: Why did my transfer fail? Can you guide me?,"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,validation
748,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 38),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
749,Finance,lost_or_stolen_card,I need help: I misplaced my bank card,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
750,Healthcare,appointment_booking,I need to schedule a consultation (request 38),Sure. Please choose the required doctor or specialty and select an available appointment slot.,curated_project_dataset,train
751,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 74),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
752,Healthcare,appointment_cancel,I need to cancel my doctor's appointment.,Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,test
753,E-commerce,wrong_product,The product I received is not what I ordered (request 67),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train
754,Healthcare,appointment_reschedule,How can I change my consultation date? (request 80),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
755,E-commerce,track_order,Where is my order? (request 61),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
756,E-commerce,product_information,Is this item available? (request 48),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,validation
757,Finance,lost_or_stolen_card,I need help: My debit card is missing,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
758,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 91),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,validation
759,Finance,transfer_failed,The transfer was unsuccessful (request 60),Please review the transaction details and any error message. Your bank can provide the exact reason if the transaction was rejected.,curated_project_dataset,train
760,E-commerce,damaged_product,The package arrived damaged (request 80),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,validation
761,E-commerce,return_order,What is the process for returning an item? (request 60),"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train
762,Finance,transfer_failed,The transfer was unsuccessful (request 52),Please review the transaction details and any error message. Your bank can provide the exact reason if the transaction was rejected.,curated_project_dataset,train
763,Healthcare,medical_report,Can you explain my medical report? (request 54),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,validation
764,Finance,transaction_issue,I need help with a bank transaction (request 88),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
765,Healthcare,lab_test,Please help me: Do I need an appointment for a lab test?,It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,validation
766,E-commerce,wrong_product,I got the wrong product. What should I do? (request 32),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
767,Finance,cash_withdrawal,The ATM did not give me cash (request 38),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
768,Finance,transfer_failed,I want to know: The transfer was unsuccessful. Can you guide me?,Please review the transaction details and any error message. Your bank can provide the exact reason if the transaction was rejected.,curated_project_dataset,train
769,E-commerce,return_order,I want to return something I bought (request 38),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
770,Finance,balance_inquiry,Can you help me with this? I want to know my bank balance. Can you guide me?,Please check the balance section of your official banking app or online banking account.,curated_project_dataset,train
771,Finance,balance_inquiry,Can I check my balance online? Can you guide me?,Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,validation
772,E-commerce,refund,My refund has not arrived (request 54),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
773,Finance,cash_withdrawal,I could not withdraw cash (request 49),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,validation
774,Healthcare,medical_report,Can you explain my medical report? (request 34),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
775,Healthcare,appointment_reschedule,How can I change my consultation date? (request 56),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
776,Finance,transfer_pending,When will my pending transfer be completed? (request 100),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,test
777,E-commerce,delivery_time,Please help me: Do you offer fast delivery?,"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
778,Finance,lost_or_stolen_card,I have a problem: I cannot find my credit card,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,validation
779,Healthcare,prescription,Can I get a copy of my prescription? (request 50),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
780,E-commerce,track_order,Where is my order? (request 45),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
781,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 58),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
782,Healthcare,prescription,How do I view my prescription? (request 52),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,validation
783,E-commerce,track_order,My order has not arrived yet (request 24),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
784,E-commerce,account_issue,How do I update my account details? (request 83),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train
785,E-commerce,wrong_product,I received the wrong item (request 81),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
786,Finance,credit_card,How do I pay my credit card bill? (request 99),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
787,E-commerce,delivery_time,How long does delivery take? (request 50),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train
788,Healthcare,lab_test,How do I book a lab test? (request 45),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train
789,E-commerce,return_order,I want to return something I bought (request 94),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
790,E-commerce,refund,I want to know my refund status (request 84),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train
791,Finance,transfer_pending,When will my pending transfer be completed? (request 56),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,validation
792,E-commerce,wrong_product,I got the wrong product. What should I do?,"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
793,Finance,bank_account,What documents are needed to open an account? (request 90),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train
794,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 79),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
795,Finance,fraud_transaction,Someone may have used my card (request 74),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
796,Healthcare,prescription,I lost my prescription. What should I do? (request 87),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
797,Healthcare,medical_report,Can you explain my medical report? (request 74),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
798,E-commerce,return_order,Can I return my product?,"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
799,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 46),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
800,Finance,credit_card,Can you help me with this? How do I pay my credit card bill? Can you guide me?,"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
801,E-commerce,wrong_product,My order contains a different product (request 94),Start a return or replacement request for the incorrect item and follow the seller's instructions.,curated_project_dataset,train
802,Finance,cash_withdrawal,The ATM did not give me cash (request 82),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
803,Finance,transfer_pending,I want to know: My bank transfer has not completed. Can you guide me?,"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
804,E-commerce,wrong_product,I want to know: I received the wrong item.,Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,validation
805,E-commerce,wrong_product,I got the wrong product. What should I do? (request 52),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
806,Healthcare,symptoms_information,What should I do about these symptoms? (request 77),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,validation
807,Finance,lost_or_stolen_card,My credit card is missing What should I do?,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
808,Finance,transfer_pending,Why is my transfer still pending? (request 90),A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,validation
809,Finance,balance_inquiry,Can I check my balance online? (request 44),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train
810,Finance,fraud_transaction,Someone may have used my card (request 94),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
811,Healthcare,appointment_cancel,Please cancel my consultation (request 56),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
812,Healthcare,medication_information,Can you give me information about a medicine? (request 62),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,train
813,Healthcare,appointment_booking,How can I book a doctor appointment? (request 53),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,test
814,Finance,card_payment,My debit card payment did not work.,"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,validation
815,Healthcare,prescription,Can I get a copy of my prescription? (request 30),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
816,Healthcare,appointment_booking,I want to see a doctor (request 40),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,validation
817,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 35),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,validation
818,Healthcare,appointment_cancel,Please help me: Please cancel my consultation.,I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
819,Healthcare,medication_information,What is this medicine used for? (request 53),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
820,Finance,transaction_issue,I need help with this: Why is my transaction not showing? Can you guide me?,Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
821,Finance,transfer_failed,The transfer was unsuccessful (request 96),Please review the transaction details and any error message. Your bank can provide the exact reason if the transaction was rejected.,curated_project_dataset,train
822,Finance,card_payment,Why did my card payment fail? (request 66),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
823,Finance,card_payment,I cannot pay with my card (request 83),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
824,Finance,fraud_transaction,Someone may have used my card (request 78),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
825,Finance,cash_withdrawal,My ATM transaction failed (request 92),Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train
826,E-commerce,wrong_product,I got the wrong product. What should I do? (request 48),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
827,E-commerce,refund,I want to know my refund status (request 32),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train
828,E-commerce,refund,When will I get my refund? (request 93),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
829,E-commerce,return_order,Please help me: I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
830,E-commerce,damaged_product,I want to know: I received a broken product.,Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train
831,Finance,credit_card,How can I apply for a credit card? (request 69),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
832,Healthcare,emergency_guidance,When should I seek emergency care? (request 55),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train
833,Finance,transfer_pending,When will my pending transfer be completed? (request 84),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train
834,Finance,credit_card,How do I pay my credit card bill? (request 59),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,validation
835,E-commerce,return_order,I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,test
836,Finance,balance_inquiry,I need help with this: I want to know my bank balance. Can you guide me?,Please check the balance section of your official banking app or online banking account.,curated_project_dataset,train
837,Healthcare,health_insurance,Can I use insurance for my hospital visit?,This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
838,Healthcare,prescription,I want to know: I lost my prescription. What should I do?,Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
839,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 95),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
840,Finance,credit_card,Can you help me with this? I need help with my credit card. Can you guide me?,"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train
841,E-commerce,payment_failed,I cannot complete my payment (request 75),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
842,Finance,lost_or_stolen_card,My debit card is missing I need help with this.,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
843,E-commerce,cancel_order,How do I stop an order before it ships? (request 28),Open your order details and select cancellation if the option is still available.,curated_project_dataset,validation
844,Healthcare,prescription,Where can I find my prescription? (request 49),Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,train
845,Healthcare,prescription,Can I get a copy of my prescription? (request 38),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
846,Healthcare,appointment_cancel,I need help with this: Please cancel my consultation.,I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
847,Healthcare,emergency_guidance,When should I seek emergency care?,"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train
848,E-commerce,return_order,Can I return my product? (request 39),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,validation
849,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 98),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train
850,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 91),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,validation
851,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 99),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
852,Finance,credit_card,Please help me: How can I apply for a credit card? Can you guide me?,Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
853,E-commerce,delivery_time,Can you help me with this? Can I know the expected delivery date?,Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train
854,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 47),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
855,E-commerce,delivery_time,Can I know the expected delivery date? (request 15),Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train
856,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 31),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train
857,Finance,fraud_transaction,Please help me: I do not recognize a transaction. Can you guide me?,"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,test
858,Finance,lost_or_stolen_card,My ATM card was stolen,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
859,Healthcare,appointment_booking,I want to see a doctor (request 32),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
860,Healthcare,medical_report,Can you explain my medical report? (request 58),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
861,E-commerce,refund,How does a product refund work? (request 27),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
862,E-commerce,track_order,My order has not arrived yet (request 84),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,test
863,Healthcare,appointment_booking,I need to schedule a consultation (request 18),Sure. Please choose the required doctor or specialty and select an available appointment slot.,curated_project_dataset,train
864,Finance,credit_card,How can I apply for a credit card? (request 57),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
865,Finance,cash_withdrawal,I could not withdraw cash (request 77),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
866,E-commerce,refund,My refund has not arrived (request 86),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
867,Healthcare,symptoms_information,I want information about my symptoms (request 44),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,train
868,Finance,fraud_transaction,There is a suspicious transaction on my account (request 79),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,validation
869,Healthcare,appointment_reschedule,How can I change my consultation date? (request 88),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
870,E-commerce,product_information,Does this product have the features I need?,"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
871,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 49),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
872,Finance,card_payment,My debit card payment did not work (request 96),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
873,Healthcare,lab_test,How do I book a lab test? (request 93),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train
874,E-commerce,cancel_order,I want to cancel my order (request 33),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train
875,Finance,balance_inquiry,How can I check my balance? (request 82),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
876,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 63),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
877,E-commerce,product_information,Where can I find product specifications? (request 39),Product specifications are usually listed on the product page under the description or specifications section.,curated_project_dataset,train
878,Finance,lost_or_stolen_card,Please assist me. I lost my bank card,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
879,Finance,transfer_pending,My money transfer is pending (request 65),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
880,Healthcare,symptoms_information,What should I do about these symptoms? (request 37),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
881,Finance,bank_account,Can I open a bank account online? (request 28),"Many banks offer online account opening, subject to eligibility and verification requirements. Check your bank's official website.",curated_project_dataset,train
882,E-commerce,track_order,Where is my order?,I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,validation
883,Finance,card_payment,My debit card payment did not work (request 44),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
884,Finance,transfer_failed,Why did my transfer fail? (request 94),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train
885,E-commerce,payment_failed,Why was my online payment declined? (request 74),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,validation
886,Finance,card_payment,Why did my card payment fail? (request 74),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
887,E-commerce,return_order,Can I return my product? (request 47),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
888,Healthcare,symptoms_information,I want information about my symptoms (request 80),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,train
889,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 69),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,validation
890,Healthcare,prescription,I lost my prescription. What should I do? (request 79),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
891,E-commerce,payment_failed,My payment failed (request 85),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
892,Finance,credit_card,What is my credit card limit? (request 70),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,validation
893,Finance,transfer_failed,I cannot send money (request 75),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
894,E-commerce,damaged_product,My product arrived damaged (request 29),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
895,Healthcare,appointment_cancel,How do I cancel my appointment? (request 69),"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train
896,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 35),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
897,Healthcare,lab_test,Do I need an appointment for a lab test? (request 39),It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,train
898,Healthcare,emergency_guidance,This feels like an emergency (request 68),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,train
899,Finance,transfer_failed,Why did my transfer fail? (request 74),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train
900,E-commerce,cancel_order,How do I stop an order before it ships? (request 100),Open your order details and select cancellation if the option is still available.,curated_project_dataset,train
901,Healthcare,appointment_reschedule,How can I change my consultation date? (request 60),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
902,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 87),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,test
903,Healthcare,medication_information,I want information about my medication.,Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,train
904,E-commerce,refund,Please help me: How does a product refund work?,"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
905,E-commerce,cancel_order,Can you help me with this? Please cancel my order.,I can guide you through cancellation. Check your order details for the Cancel Order option.,curated_project_dataset,train
906,Finance,transaction_issue,Why is my transaction not showing? (request 95),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
907,Finance,credit_card,How can I apply for a credit card? (request 93),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
908,Finance,credit_card,How can I apply for a credit card? (request 53),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
909,Finance,transaction_issue,My transaction looks incorrect (request 94),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,test
910,E-commerce,track_order,I want to know: What is the status of my order?,Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train
911,Healthcare,symptoms_information,What should I do about these symptoms? (request 49),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
912,Healthcare,medical_report,Can you explain my medical report? (request 42),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
913,E-commerce,cancel_order,I need help with this: How do I stop an order before it ships?,Open your order details and select cancellation if the option is still available.,curated_project_dataset,train
914,Finance,transfer_pending,I need help with this: My bank transfer has not completed. Can you guide me?,"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
915,Finance,balance_inquiry,Can I check my balance online? (request 88),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train
916,E-commerce,cancel_order,How do I stop an order before it ships? (request 68),Open your order details and select cancellation if the option is still available.,curated_project_dataset,train
917,Finance,transfer_failed,Why did my transfer fail? (request 82),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,test
918,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 82),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
919,E-commerce,delivery_time,Do you offer fast delivery? (request 80),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
920,Healthcare,symptoms_information,I need help with this: What should I do about these symptoms?,"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
921,Finance,loan_information,What documents are required for a loan? (request 51),"Requirements depend on the lender and loan type. Commonly requested documents may include identity, income, and address information.",curated_project_dataset,train
922,Finance,cash_withdrawal,Please help me: The ATM did not give me cash. Can you guide me?,"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,test
923,E-commerce,track_order,How can I track my package? (request 42),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,validation
924,Finance,bank_account,What documents are needed to open an account? (request 38),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,test
925,E-commerce,wrong_product,Please help me: The product I received is not what I ordered.,Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train
926,Finance,credit_card,I need help with my credit card (request 40),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train
927,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 41),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
928,Healthcare,appointment_cancel,Please help me: I need to cancel my doctor's appointment.,Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train
