id,domain,intent,user_query,response,source,split
632,Finance,loan_information,I need help with this: How can I apply for a loan? Can you guide me?,"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
633,Finance,bank_account,I want to open a new bank account (request 35),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
634,Finance,transaction_issue,There is a problem with my transaction (request 65),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,test
635,Finance,bank_account,Can I open a bank account online? (request 44),"Many banks offer online account opening, subject to eligibility and verification requirements. Check your bank's official website.",curated_project_dataset,train
636,Healthcare,prescription,Please help me: I lost my prescription. What should I do?,Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
637,Finance,loan_information,I need information about a personal loan (request 94),"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train
638,Healthcare,prescription,Can I get a copy of my prescription? (request 74),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
639,Finance,loan_information,I need information about a personal loan (request 26),"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train
640,E-commerce,track_order,How can I track my package? (request 98),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,train
641,E-commerce,account_issue,My account is not working (request 48),"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
642,E-commerce,payment_failed,My payment failed (request 49),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
643,E-commerce,product_information,How can I get information about a product? (request 85),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
644,Finance,cash_withdrawal,I could not withdraw cash (request 97),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
645,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 65),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train
646,E-commerce,track_order,What is the status of my order? (request 19),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,validation
647,Finance,fraud_transaction,Please help me: I do not recognize a transaction. Can you guide me?,"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train
648,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 59),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train
649,Healthcare,medical_report,Where can I see my medical report? (request 37),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,validation
650,E-commerce,damaged_product,My product arrived damaged (request 85),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
651,E-commerce,delivery_time,I need help with this: When will my order be delivered?,The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train
652,Healthcare,appointment_reschedule,How can I change my consultation date? (request 60),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,validation
653,Finance,loan_information,How do I check loan eligibility? (request 72),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
654,Finance,bank_account,I want to open a new bank account (request 43),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
655,Finance,loan_information,What documents are required for a loan? (request 43),"Requirements depend on the lender and loan type. Commonly requested documents may include identity, income, and address information.",curated_project_dataset,train
656,Finance,transaction_issue,I need help with a bank transaction (request 84),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
657,E-commerce,track_order,How can I track my package? (request 30),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,validation
658,Finance,card_payment,Please help me: My card payment was declined. Can you guide me?,"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train
659,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 70),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
660,Finance,fraud_transaction,There is a suspicious transaction on my account (request 91),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
661,Healthcare,health_insurance,Can you help me with this? I need information about health insurance.,"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
662,Finance,loan_information,I want to know: How can I apply for a loan? Can you guide me?,"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
663,Finance,transaction_issue,My transaction looks incorrect (request 26),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train
664,Healthcare,medication_information,What is this medicine used for? (request 57),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
665,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 63),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train
666,Finance,transaction_issue,There is a problem with my transaction (request 45),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,test
667,Finance,bank_account,How do I open a bank account? (request 89),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train
668,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 82),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
669,E-commerce,wrong_product,I got the wrong product. What should I do? (request 92),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,validation
670,E-commerce,wrong_product,I received the wrong item (request 33),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,test
671,Finance,transaction_issue,Please help me: There is a problem with my transaction. Can you guide me?,"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
672,E-commerce,product_information,I need help with this: Where can I find product specifications?,Product specifications are usually listed on the product page under the description or specifications section.,curated_project_dataset,train
673,Healthcare,health_insurance,Please help me: How can I check my medical insurance coverage?,Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train
674,Finance,card_payment,I cannot pay with my card (request 39),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
675,Healthcare,medical_report,Where can I see my medical report? (request 57),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,test
676,Finance,cash_withdrawal,My ATM transaction failed. Can you guide me?,Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train
677,E-commerce,return_order,I want to return something I bought (request 54),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
678,Healthcare,health_insurance,How can I check my medical insurance coverage? (request 70),Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train
679,Finance,transfer_pending,My money transfer is pending (request 65),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
680,E-commerce,payment_failed,I want to know: I cannot complete my payment.,"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,validation
681,Finance,transaction_issue,There is a problem with my transaction (request 61),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
682,Finance,balance_inquiry,Can I check my balance online? (request 88),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train
683,Finance,credit_card,How do I pay my credit card bill? (request 59),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
684,E-commerce,cancel_order,Can I cancel my purchase? (request 74),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
685,Healthcare,prescription,I lost my prescription. What should I do? (request 43),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
686,Finance,transfer_failed,I need help with this: My money transfer failed. Can you guide me?,"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,test
687,E-commerce,return_order,What is the process for returning an item? (request 56),"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train
688,E-commerce,damaged_product,I received a broken product (request 67),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train
689,E-commerce,damaged_product,What should I do if my item is damaged? (request 66),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
690,E-commerce,return_order,I want to return something I bought (request 90),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
691,Finance,card_payment,Why did my card payment fail? Can you guide me?,"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
692,Finance,cash_withdrawal,My ATM transaction failed (request 28),Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,test
693,E-commerce,refund,I want to know my refund status (request 44),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,test
694,E-commerce,product_information,Does this product have the features I need? (request 26),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
695,Finance,credit_card,How do I pay my credit card bill? (request 95),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,test
696,Finance,bank_account,I want to open a new bank account (request 87),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
697,Finance,transfer_failed,I cannot send money (request 95),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,test
698,Finance,card_payment,I need help with this: My card payment was declined. Can you guide me?,"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,validation
699,E-commerce,delivery_time,How long does delivery take? (request 78),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train
700,E-commerce,return_order,Can I return my product? (request 87),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
701,Healthcare,medication_information,I want information about my medication (request 36),Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,train
702,E-commerce,damaged_product,The package arrived damaged (request 28),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
703,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 38),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,train
704,Finance,transaction_issue,I need help with a bank transaction (request 48),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
705,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 10),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,test
706,Finance,balance_inquiry,I want to know my bank balance (request 75),Please check the balance section of your official banking app or online banking account.,curated_project_dataset,test
707,Healthcare,appointment_cancel,Please cancel my consultation (request 64),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
708,Healthcare,appointment_reschedule,Can I change my appointment time? (request 89),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
709,Healthcare,appointment_reschedule,Can I change my appointment time? (request 53),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,validation
710,Finance,cash_withdrawal,My ATM transaction failed (request 84),Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train
711,E-commerce,account_issue,I cannot access my shopping account (request 65),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train
712,E-commerce,return_order,How do I return a product? (request 89),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
713,Healthcare,medical_report,Where can I see my medical report? (request 45),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train
714,E-commerce,return_order,Can I return my product? (request 7),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
715,Finance,card_payment,I want to know: My debit card payment did not work. Can you guide me?,"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
716,E-commerce,refund,I want to know my refund status (request 92),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train
717,Finance,transaction_issue,My transaction looks incorrect (request 34),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train
718,Healthcare,emergency_guidance,When should I seek emergency care? (request 91),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train
719,Healthcare,health_insurance,I need information about health insurance (request 40),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
720,E-commerce,cancel_order,Can I cancel my purchase? (request 50),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
721,E-commerce,return_order,I want to return something I bought (request 22),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
722,E-commerce,damaged_product,The package arrived damaged (request 44),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
723,Finance,card_payment,My card payment was declined.,"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train
724,Healthcare,medication_information,Can you give me information about a medicine? (request 62),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,train
725,E-commerce,refund,Can you help me with this? My refund has not arrived.,"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
726,E-commerce,payment_failed,My card payment did not go through (request 36),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,train
727,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 58),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train
728,E-commerce,account_issue,Please help me: My account is not working.,"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
729,Finance,transaction_issue,I need help with a bank transaction (request 60),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
730,Healthcare,lab_test,Where can I get my blood test done? (request 78),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,validation
731,Finance,credit_card,How can I apply for a credit card? (request 49),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
732,E-commerce,wrong_product,I received the wrong item (request 73),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
733,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 39),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
734,Finance,fraud_transaction,Can you help me with this? Someone may have used my card. Can you guide me?,"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
735,E-commerce,track_order,My order has not arrived yet (request 92),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
736,Finance,credit_card,How do I pay my credit card bill? (request 71),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
737,Healthcare,appointment_cancel,How do I cancel my appointment?,"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train
738,Healthcare,symptoms_information,I want information about my symptoms (request 16),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,train
739,E-commerce,track_order,My order has not arrived yet (request 24),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
740,Finance,loan_information,What documents are required for a loan? (request 47),"Requirements depend on the lender and loan type. Commonly requested documents may include identity, income, and address information.",curated_project_dataset,train
741,Healthcare,medical_report,How do I download my lab report? (request 68),"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train
742,E-commerce,refund,When will I get my refund? (request 45),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
743,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 62),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,validation
744,E-commerce,payment_failed,My card payment did not go through (request 52),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,validation
745,Finance,credit_card,How do I pay my credit card bill? (request 35),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
746,Healthcare,appointment_cancel,Please cancel my consultation (request 96),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
747,E-commerce,damaged_product,The package arrived damaged (request 76),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
748,Finance,credit_card,What is my credit card limit? (request 42),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
749,E-commerce,damaged_product,The package arrived damaged (request 36),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
750,Healthcare,appointment_cancel,Please cancel my consultation (request 80),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,test
751,Finance,fraud_transaction,Can you help me with this? There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
752,Healthcare,symptoms_information,What should I do about these symptoms? (request 41),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
753,E-commerce,track_order,My order has not arrived yet (request 100),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
754,E-commerce,product_information,Is this item available? (request 44),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,validation
755,Healthcare,medical_report,Where can I see my medical report? (request 49),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train
756,Finance,loan_information,How do I check loan eligibility? (request 56),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
757,Healthcare,lab_test,Do I need an appointment for a lab test? (request 63),It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,validation
758,Healthcare,medication_information,What is this medicine used for? (request 81),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
759,Finance,transfer_failed,I cannot send money (request 39),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
760,Healthcare,health_insurance,I need information about health insurance (request 72),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
761,E-commerce,payment_failed,Why was my online payment declined? (request 54),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
762,Finance,fraud_transaction,I do not recognize a transaction (request 53),"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train
763,Healthcare,prescription,Can I get a copy of my prescription? (request 50),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
764,Finance,transfer_pending,Please help me: My money transfer is pending. Can you guide me?,Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
765,Finance,loan_information,How can I apply for a loan? Can you guide me?,"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
766,Healthcare,medical_report,I received my test report. What does it mean? (request 43),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,validation
767,Finance,card_payment,I need help with this: My debit card payment did not work. Can you guide me?,"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
768,Finance,bank_account,What documents are needed to open an account? (request 38),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,test
769,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 67),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,test
770,Finance,balance_inquiry,What is my account balance? (request 93),"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,train
771,E-commerce,account_issue,I forgot my account password (request 10),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train
772,Healthcare,medical_report,I received my test report. What does it mean? (request 91),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
773,Finance,transfer_failed,My money transfer failed. Can you guide me?,"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,validation
774,E-commerce,payment_failed,I cannot complete my payment (request 47),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
775,Healthcare,appointment_reschedule,How can I change my consultation date? (request 48),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,test
776,Healthcare,health_insurance,How can I check my medical insurance coverage? (request 30),Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train
777,E-commerce,cancel_order,I want to cancel my order (request 25),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train
778,Finance,loan_information,Please help me: How can I apply for a loan? Can you guide me?,"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
779,Healthcare,lab_test,Do I need an appointment for a lab test? (request 27),It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,train
780,Healthcare,symptoms_information,I want information about my symptoms (request 48),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,validation
781,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 79),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
782,E-commerce,damaged_product,The package arrived damaged (request 84),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
783,Finance,balance_inquiry,What is my account balance? (request 81),"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,train
784,Healthcare,lab_test,I need information about a medical test (request 56),"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,train
785,E-commerce,return_order,Please help me: I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
786,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 39),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
787,Finance,bank_account,How do I open a bank account? (request 25),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train
788,Finance,cash_withdrawal,I could not withdraw cash (request 89),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
789,Finance,transaction_issue,Why is my transaction not showing? (request 51),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
790,E-commerce,damaged_product,I need help with this: What should I do if my item is damaged?,"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
791,Finance,transfer_pending,When will my pending transfer be completed? Can you guide me?,Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train
792,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 77),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train
793,Healthcare,medication_information,Can you give me information about a medicine? (request 46),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,test
794,Healthcare,lab_test,I want to know: Where can I get my blood test done?,You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,test
795,E-commerce,payment_failed,I cannot complete my payment (request 75),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
796,E-commerce,damaged_product,I received a broken product (request 79),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train
797,Finance,cash_withdrawal,Please help me: The ATM did not give me cash. Can you guide me?,"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
798,E-commerce,return_order,How do I return a product? (request 45),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
799,Finance,fraud_transaction,I think my account has been compromised (request 96),"Contact your bank immediately through an official channel, secure your account credentials, and follow its instructions for protecting the account.",curated_project_dataset,train
800,Finance,cash_withdrawal,I could not withdraw cash (request 53),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,validation
801,Healthcare,prescription,How do I view my prescription? (request 48),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train
802,Finance,balance_inquiry,I want to know my bank balance. Can you guide me?,Please check the balance section of your official banking app or online banking account.,curated_project_dataset,train
803,E-commerce,delivery_time,I need help with this: Do you offer fast delivery?,"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
804,Healthcare,appointment_reschedule,How can I change my consultation date? (request 64),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
805,E-commerce,refund,My refund has not arrived (request 98),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
806,Finance,transaction_issue,My transaction looks incorrect (request 54),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train
807,E-commerce,wrong_product,Can you help me with this? I got the wrong product. What should I do?,"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
808,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 54),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,validation
809,E-commerce,track_order,My order has not arrived yet (request 76),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
810,Healthcare,appointment_reschedule,Please help me: Can I change my appointment time?,"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
811,Healthcare,lab_test,I need help with this: Where can I get my blood test done?,You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train
812,Finance,transfer_pending,My bank transfer has not completed (request 91),"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,test
813,Finance,transfer_pending,When will my pending transfer be completed? (request 100),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train
814,E-commerce,payment_failed,I cannot complete my payment (request 99),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
815,E-commerce,cancel_order,How do I stop an order before it ships? (request 36),Open your order details and select cancellation if the option is still available.,curated_project_dataset,train
816,Finance,credit_card,How can I apply for a credit card? (request 81),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
